Month	Hour	Station_Type	Area	Pm25	Precipitation	Wind_direction	Wind_speed	Air_temperature	Air_humedity
January	22	Population	South	16	1,141765327	276,607	0,176183	15,6106	91,4897
January	23	Population	South	30	2,358320893	224,327	0,10932	15,7064	92,251
January	0	Population	South	24	6,557883761	201,405	0,220045	15,8596	92,3625
January	1	Population	South	27	3,840011887	166,967	0,437052	15,9128	93,1772
January	2	Population	South	24	2,139929465	189,607	0,602594	16,1775	93,094
January	3	Population	South	12	1,444252667	332,495	0,159797	16,1303	92,8907
January	4	Population	South	23	0,799048101	323,883	0,363606	16,3603	93,1493
January	5	Population	South	34	0,948369378	147,632	0,189067	16,1753	92,981
January	6	Population	South	25	2,518028016	174,584	0,253325	16,1537	91,8529
January	7	Population	South	33	1,63740239	332,393	0,506623	16,3137	92,4788
January	8	Population	South	38	2,327857631	6,17614	0,61101	17,2529	91,83
January	9	Population	South	32	0,080327033	349,171	0,244524	18,3312	85,4882
January	10	Population	South	29	2,691745142	232,785	0,20003	20,0108	76,5222
January	11	Population	South	27	0,186239026	189,749	0,0935034	21,7928	69,1672
January	12	Population	South	10	6,303834876	180,258	1,30874	22,8687	63,5456
January	13	Population	South	19	1,010210982	172,206	2,64927	23,0788	61,8037
January	14	Population	South	15	3,218180975	173,389	0,641629	21,6169	71,7289
January	15	Population	South	24	1,90644596	353,395	0,358142	20,8746	78,8707
January	16	Population	South	25	0,231099269	345,033	0,689023	20,1975	78,6607
January	17	Population	South	20	0,002863813	343,935	0,601601	19,6238	72,4544
January	18	Population	South	23	0,447892136	308,995	0,224447	18,9597	76,1519
January	19	Population	South	23	0,343981585	204,217	0,183577	17,2993	84,9732
January	20	Population	South	27	5,069147481	194,442	0,248151	16,5389	88,0597
January	21	Population	South	31	1,068047724	179,235	0,217276	16,1737	89,7065
January	22	Population	South	31	1,604251822	195,187	0,205566	15,9001	90,3618
January	23	Population	South	33	0,000428343	193,743	0,188365	15,6408	91,4762
January	0	Population	South	23	0,4207935	178,236	0,188769	15,6776	91,3649
January	1	Population	South	24	3,534805681	225,231	0,16141	15,6592	91,3197
January	2	Population	South	37	0	166,696	0,223869	15,7507	91,1468
January	3	Population	South	32	0	170,942	0,192737	15,6868	91,4569
January	4	Population	South	34	0	170,121	0,226882	15,2571	92,325
January	5	Population	South	32	0,097378575	164,58	0,275581	14,8778	92,1297
January	6	Population	South	29	3,206810755	209,927	0,122933	14,5265	92,1983
January	7	Population	South	31	0,279570701	204,072	0,128663	14,9069	91,6501
January	8	Population	South	39	1,3064796	354,538	0,464305	16,2782	87,9554
January	9	Population	South	48	0,091602099	160,311	0,633482	18,1022	80,9044
January	10	Population	South	21	0,619615032	120,86	0,113355	20,3049	71,3108
January	11	Population	South	27	0,037505949	16,6856	1,54699	22,5153	60,1907
January	12	Population	South	23	0,066410187	349,768	2,31587	23,4739	54,7687
January	13	Population	South	18	1,356383136	15,4807	1,68683	24,7111	49,0772
January	14	Population	South	15	0,027838175	29,2611	1,14418	25,6722	43,7731
January	15	Population	South	20	0,099753662	34,7819	0,835795	26,0289	45,4639
January	16	Population	South	16	0,361269961	128,116	1,06853	25,0276	53,3988
January	17	Population	South	19	4,641583082	195,974	1,30932	23,5174	65,489
January	18	Population	South	12	0,929371525	177,003	0,505416	21,9122	71,0103
January	19	Population	South	17	2,073311488	271,752	0,216784	19,8121	76,3607
January	20	Population	South	30	0,779702779	268,615	0,205715	18,6846	80,05
January	21	Population	South	24	0,007317434	215,636	0,167499	17,7218	82,2799
January	22	Population	South	45	4,108993997	198,851	0,289153	16,6749	86,3985
January	23	Population	South	38	1,001915264	188,428	0,207272	15,7433	88,9781
January	0	Population	South	36	3,990321662	167,747	0,13477	15,0161	90,2671
January	1	Population	South	28	0	190,047	0,207231	14,3919	90,2471
January	2	Population	South	27	0,446564823	174,58	0,182887	14,0869	88,2646
January	3	Population	South	25	0,770976816	176,983	0,203317	13,3275	87,2862
January	4	Population	South	19	0,355527049	152,66	0,31995	13,1424	84,3044
January	5	Population	South	21	0,112288265	164,318	0,231398	12,8475	85,2375
January	6	Population	South	22	0,633587666	170,093	0,32917	12,8875	82,9282
January	7	Population	South	26	0,224637909	162,693	0,225456	12,2346	85,0546
January	8	Population	South	26	2,86E-05	153,958	0,226189	13,4414	80,3654
January	9	Population	South	22	0,244346981	146,505	0,259849	16,5354	73,2129
January	10	Population	South	22	0,51051389	125,694	0,522689	20,3162	58,7115
January	11	Population	South	17	0,281082654	127,236	1,03899	22,7804	46,9417
January	12	Population	South	10	0,09221742	173,574	1,9002	23,5854	47,6899
January	13	Population	South	18	0,052050194	174,758	1,90401	24,4249	46,1496
January	14	Population	South	20	0,117108503	177,786	1,59304	24,9888	46,0488
January	15	Population	South	20	0,004791267	186,262	1,34833	25,5864	46,514
January	16	Population	South	19	0,076284323	178,037	1,716	25,4942	48,2996
January	17	Population	South	14	0	186,575	1,6709	25,2125	51,0157
January	18	Population	South	15	1,732864535	120,852	0,23056	22,9062	59,2436
January	19	Population	South	10	0,776556483	199,738	0,275015	20,6763	70,8621
January	20	Population	South	27	2,347992673	297,519	0,159466	19,4393	76,4587
January	21	Population	South	33	1,088308496	303,529	0,135129	19,0458	77,7021
January	22	Population	South	19	0,045856686	165,026	0,0337334	18,7013	80,3082
January	23	Population	South	22	0,354451434	339,597	0,422276	18,2114	81,7368
January	0	Population	South	27	0,426898784	37,9408	0,0576551	17,895	82,6665
January	1	Population	South	25	1,183001351	167,513	0,291618	17,0915	85,2876
January	2	Population	South	27	0,220853566	189,654	0,151365	16,7818	86,5158
January	3	Population	South	31	0,508242898	158,35	0,202354	16,7878	86,3492
January	4	Population	South	25	2,902307488	193,91	0,15349	16,5497	87,8944
January	5	Population	South	23	2,345052483	184,587	0,122951	16,26	89,3401
January	6	Population	South	33	1,110329373	193,708	0,214971	16,3736	89,1155
January	7	Population	South	33	2,633125413	209,317	0,214405	16,6293	87,7447
January	8	Population	South	32	0,459712323	161,654	0,192934	17,8014	84,0793
January	9	Population	South	21	2,720157349	131,591	0,519294	20,1208	73,6572
January	10	Population	South	11	2,094622385	172,945	0,316211	20,2451	71,8428
January	11	Population	South	12	0,171254086	163,316	2,56975	22,1254	63,6249
January	12	Population	South	9	0,497534988	189,25	1,75252	23,5033	58,7279
January	13	Population	South	8	0,09768396	207,346	1,49956	24,1345	58,6956
January	14	Population	South	12	0,263398207	199,704	1,87053	24,5231	55,0046
January	15	Population	South	8	0,285855755	175,054	2,45919	24,8124	51,1926
January	16	Population	South	18	0	173,866	2,26941	24,9639	54,4707
January	17	Population	South	15	0,750769109	177,712	1,63646	24,1065	61,2097
January	18	Population	South	17	0	177,224	1,47638	23,2917	65,013
January	19	Population	South	33	10,53652588	339,433	1,95569	19,4065	79,9108
January	20	Population	South	18	7,989386314	341,794	1,39772	17,2886	89,8636
January	21	Population	South	21	1,992088257	342,752	0,91496	17,3674	89,2274
January	22	Population	South	18	0,788092612	321,396	0,174979	16,9308	89,7113
January	23	Population	South	33	2,953828264	274,683	0,122704	16,659	91,2894
January	0	Population	South	35	1,785148184	315,385	0,0634555	16,4579	91,1281
January	1	Population	South	21	4,185937564	160,866	0,427186	16,4139	90,3313
January	2	Population	South	30	1,511787636	176,119	0,164151	16,5633	89,8943
January	3	Population	South	12	2,754829903	171,141	0,356409	16,5892	89,6472
January	4	Population	South	21	0,089653356	202,777	0,169156	16,6051	90,5249
January	5	Population	South	34	0	340,522	0,308503	16,5829	91,9849
January	6	Population	South	25	1,993593893	341,68	0,224347	16,3162	93,1146
January	7	Population	South	16	1,021211979	182,999	0,120069	15,9336	93,3649
January	8	Population	South	12	2,910957298	189,593	0,205344	15,8836	93,6619
January	9	Population	South	22	0,876363045	193,156	0,115435	17,1218	90,0567
January	10	Population	South	11	3,445026694	149,146	0,212698	18,5857	79,6351
January	11	Population	South	12	2,971829676	110,707	0,215418	19,2167	75,9667
January	12	Population	South	24	0,3930613	9,99738	0,168769	19,6093	76,4689
January	13	Population	South	27	0,23318258	11,3899	0,442072	20,3275	75,4486
January	14	Population	South	43	6,614127013	347,84	0,592678	19,7071	78,2476
January	15	Population	South	12	1,351986209	198,655	0,721276	19,8529	74,8135
January	16	Population	South	9	0,571451892	218,069	0,860599	18,55	78,7565
January	17	Population	South	10	3,052327126	171,039	0,857882	16,2412	85,4625
January	18	Population	South	15	2,270807792	179,332	0,624227	15,7357	88,7749
January	19	Population	South	9	2,283809072	198,08	0,295925	15,6569	87,956
January	20	Population	South	9	1,277793172	179,042	0,285295	15,5808	89,0129
January	21	Population	South	10	9,978366036	180,37	0,243459	15,3493	90,3204
January	22	Population	South	15	2,9999988	178,122	0,424561	15,2461	91,4231
January	23	Population	South	7	1,89879479	163,028	0,419962	15,1838	91,0646
January	0	Population	South	9	1,453175634	164,669	1,0357	15,2031	91,5936
January	1	Population	South	16	0,413399514	162,447	0,648195	15,1486	91,7382
January	2	Population	South	16	0,55313558	169,268	0,624282	14,829	91,3958
January	3	Population	South	12	0	178,468	0,503897	14,5671	91,4749
January	4	Population	South	9	0,160862997	198,449	0,347504	14,3626	91,1568
January	5	Population	South	20	0	190,261	0,200589	13,7953	92,5413
January	6	Population	South	15	0	170,262	0,24384	13,5804	93,2817
January	7	Population	South	19	0	174,693	0,227322	13,5463	92,2182
January	8	Population	South	24	3,435520418	153,164	0,254011	14,6606	88,0843
January	9	Population	South	14	1,105879686	26,9265	0,353247	17,9978	76,0612
January	10	Population	South	17	0,016179057	26,4546	1,12243	20,0551	67,054
January	11	Population	South	23	0,068820357	18,8085	1,3914	21,8305	60,0399
January	12	Population	South	30	0	196,239	0,73536	23,2703	59,6443
January	13	Population	South	27	2,090413735	196,681	1,89814	22,7067	65,0461
January	14	Population	South	17	0,966620107	176,715	2,61514	23,6415	61,4503
January	15	Population	South	3	0,450775679	177,64	2,06173	24,2672	56,3829
January	16	Population	South	6	0,434672061	197,096	1,45683	25,1107	53,8379
January	17	Population	South	9	0,240050545	198,145	1,19124	24,3429	59,2614
January	18	Population	South	17	0,61245871	351,983	0,250689	21,8263	67,8625
January	19	Population	South	13	0,114808261	17,3309	0,097685	17,686	84,1322
January	20	Population	South	21	1,379798216	197,544	0,0807084	16,889	88,9082
January	21	Population	South	27	2,133992862	203,662	0,143416	17,0331	90,2614
January	22	Population	South	42	2,255250931	199,331	0,03663	16,9793	90,6428
January	23	Population	South	28	5,69E-05	169,301	0,130006	16,8104	91,36
January	0	Population	South	14	2,027156512	190,757	0,0515302	16,5971	91,1612
January	1	Population	South	23	2,288123751	318,334	0,127971	16,395	91,9125
January	2	Population	South	47	0,769086852	334,875	0,403778	16,7282	92,7686
January	3	Population	South	31	0,170833315	342,635	1,10478	16,8818	92,5389
January	4	Population	South	20	0	341,026	1,91966	16,6244	91,6062
January	5	Population	South	35	0,053570582	355,153	0,566648	16,7744	92,1361
January	6	Population	South	32	0,831325191	344,936	0,158467	16,6004	92,1318
January	7	Population	South	36	0,112491236	139,922	0,149442	16,0293	90,8299
January	8	Population	South	30	2,28152322	315,336	0,231761	16,649	90,6729
January	9	Population	South	38	2,019381841	15,3155	0,766023	17,9603	86,376
January	10	Population	South	44	0,777548089	6,84603	1,63242	19,5562	79,6035
January	11	Population	South	33	0,248861752	28,0255	1,44251	20,86	70,0343
January	12	Population	South	32	0,022458013	18,1612	1,44337	21,5686	66,7414
January	13	Population	South	34	0,496079664	25,7043	1,67916	22,4758	61,7196
January	14	Population	South	34	0,714233237	27,2198	0,704969	23,2332	58,0505
January	17	Population	South	16	0,001339048	14,0086	0,761273	23,4729	58,4735
January	18	Population	South	48	0,282087907	318,864	0,242421	21,3211	70,4796
January	19	Population	South	15	5,157471212	343,874	0,846164	20,4645	73,4354
January	20	Population	South	24	1,182451293	343,069	1,36755	19,5336	78,2347
January	21	Population	South	17	2,393280805	342,394	1,51624	19,0736	81,4355
January	22	Population	South	36	0,969566542	340,746	1,21421	18,6553	84,1865
January	23	Population	South	25	0,811471975	339,834	0,8461	18,2775	86,8867
January	0	Population	South	25	1,638163251	12,0531	0,0553092	17,8146	87,4779
January	1	Population	South	38	0,728401781	348,974	0,216827	17,9115	88,2835
January	2	Population	South	19	0,420864727	351,372	0,297469	17,7418	88,7335
January	3	Population	South	30	0	343,795	0,269928	17,5961	89,3542
January	4	Population	South	19	1,207667507	119,723	0,176727	16,8479	88,7582
January	5	Population	South	33	0,715817072	181,835	0,0451581	16,6003	88,1964
January	6	Population	South	35	1,622326474	157,855	0,169028	16,6006	89,436
January	7	Population	South	44	2,388029549	185,276	0,155176	16,6183	87,7583
January	8	Population	South	24	1,602211024	166,091	0,204845	17,1018	85,9699
January	9	Population	South	33	0,412178273	158,862	0,0414022	18,5769	81,0976
January	10	Population	South	41	0,001075915	9,2248	0,40377	19,0419	80,4286
January	11	Population	South	36	0,007980145	12,6368	0,611853	19,9694	75,6242
January	12	Population	South	28	0,045262856	5,19606	0,732077	20,1615	74,2082
January	14	Population	South	37	0,105554943	3,48216	0,368186	21,7751	66,3642
January	15	Population	South	36	0,406452799	359,871	1,01509	22,3635	63,3597
January	16	Population	South	26	0,156158023	231,285	0,138309	22,6394	61,871
January	17	Population	South	12	1,413442851	195,399	0,536296	21,6322	69,5267
January	18	Population	South	35	2,719296545	155,259	1,17113	19,9613	78,6301
January	19	Population	South	37	3,396830519	158,153	1,01373	18,865	84,1903
January	20	Population	South	38	0,659274653	154,54	0,522359	18,1815	84,9239
January	21	Population	South	33	0,94023323	178,398	0,18111	17,6415	87,0186
January	22	Population	South	34	2,800813956	172,231	0,205837	17,0814	90,8279
January	23	Population	South	19	2,365987488	198,522	0,15236	16,7572	91,1047
January	0	Population	South	25	2,684108987	168,945	0,188736	16,3917	91,6133
January	1	Population	South	19	1,436135947	178,042	0,095645	16,152	91,5792
January	2	Population	South	22	4,599998252	169,445	0,198583	16,1279	90,9446
January	3	Population	South	21	3,695706642	145,145	0,065917	16,0807	90,7592
January	4	Population	South	22	2,630206203	138,955	0,0884355	16,2249	91,3599
January	5	Population	South	47	0,09999999	345,16	0,315551	16,5308	91,3586
January	6	Population	South	33	0,072668441	298,378	0,131989	16,4	90,9737
January	7	Population	South	35	0	171,427	0,213878	15,9625	91,2533
January	8	Population	South	25	1,100592298	196,839	0,278383	16,7636	86,9947
January	9	Population	South	24	1,46714725	103,946	0,135281	18,2682	80,8919
January	10	Population	South	11	0,285107065	357,173	0,521283	19,6603	74,2203
January	11	Population	South	28	0,957281537	18,2836	0,661863	21,9926	61,8138
January	12	Population	South	32	1,288405976	161,825	0,336921	22,2551	63,8118
January	13	Population	South	20	4,432589762	180,463	0,842902	23,0318	63,1424
January	14	Population	South	22	3,67871005	188,3	1,54523	20,7756	73,3283
January	15	Population	South	18	1,798465623	147,475	1,51244	19,889	76,9499
January	16	Population	South	19	1,62E-05	159,662	0,339745	19,3293	80,0708
January	17	Population	South	15	2,146223568	207,953	0,204697	20,4	75,7825
January	18	Population	South	10	0,793273074	198,507	0,178122	20,0832	78,0242
January	19	Population	South	33	0,391195794	303,25	0,200611	18,961	84,15
January	20	Population	South	20	1,740058553	203,691	0,0711707	18,2232	85,8271
January	21	Population	South	29	1,698718298	148,816	0,179298	17,5639	87,4713
January	22	Population	South	31	0,77353712	197,393	0,155376	17,3771	88,7603
January	23	Population	South	28	0,473058602	187,712	0,164176	17,2108	89,4424
January	0	Population	South	28	9,99E-06	155,548	0,209656	16,9921	90,4326
January	1	Population	South	21	0	163,837	0,174293	16,961	90,4168
January	2	Population	South	23	1,904042005	213,215	0,160584	16,8579	90,6957
January	3	Population	South	15	0,365570816	202,341	0,202063	16,5008	91,0228
January	4	Population	South	18	3,672972759	160,056	0,226821	16,3478	91,4115
January	5	Population	South	20	0,374202769	208,909	0,137295	16,4503	90,6664
January	6	Population	South	28	0,371517441	160,671	0,0578431	16,5428	90,3946
January	7	Population	South	29	0,087164178	344,645	0,338278	16,719	89,7181
January	8	Population	South	16	2,061214912	332,488	0,318803	17,1663	87,4096
January	9	Population	South	17	0,03715785	33,0916	0,911279	19,1953	77,6071
January	10	Population	South	13	3,476381564	50,881	0,407011	20,9951	66,5769
January	11	Population	South	11	0,233395889	193,924	0,240896	22,8126	59,4382
January	12	Population	South	21	0,102778287	177,197	1,4839	23,334	61,1247
January	13	Population	South	13	0,043925663	168,219	1,92073	23,5797	60,5778
January	14	Population	South	15	0,181726724	205,371	1,3389	23,1704	64,0469
January	15	Population	South	17	1,690112074	174,066	3,10731	20,2799	75,0368
January	16	Population	South	12	5,526120389	164,783	1,35473	16,2826	88,6654
January	17	Population	South	10	1,331753428	168,431	0,550835	16,3113	89,7861
January	18	Population	South	11	1,59753384	203,47	0,189144	16,6612	88,9985
January	19	Population	South	26	1,442161889	202,38	0,332705	16,5846	91,0708
January	20	Population	South	21	1,600007058	175,269	0,503156	16,6274	90,8279
January	21	Population	South	27	0,827963502	183,519	0,291973	16,4376	91,4546
January	22	Population	South	20	4,488636171	165,28	0,232401	16,1199	90,224
January	23	Population	South	16	1,921538188	171,432	0,211499	16,1714	90,3957
January	0	Population	South	17	0,158081874	177,737	0,211021	16,2013	90,424
January	1	Population	South	15	0	191,971	0,192496	16,1003	91,5792
January	2	Population	South	20	0,691522001	178,348	0,0453001	15,9629	92,3412
January	3	Population	South	20	5,799997332	167,484	0,178888	15,9279	92,6146
January	4	Population	South	22	0,126673148	188,359	0,271133	15,4621	92,6964
January	5	Population	South	24	0	183,208	0,212553	15,1131	91,4996
January	6	Population	South	23	0	199,098	0,224673	14,7992	90,4179
January	7	Population	South	29	0,066868831	173,829	0,222661	14,6585	89,6076
January	8	Population	South	21	0,670971954	173,204	0,24739	15,9082	85,6926
January	9	Population	South	27	0,186248797	31,2164	0,76795	19,2824	73,4501
January	10	Population	South	53	0,193511822	26,2118	1,27115	19,474	71,8157
January	11	Population	South	51	0,05290787	14,1818	1,54607	20,5668	65,5672
January	16	Population	South	35	0,823535229	151,532	0,431863	19,8593	82,6413
January	17	Population	South	27	0,386780348	174,409	0,196848	18,7224	85,3564
January	18	Population	South	31	0,932149106	194,352	0,202558	18,4594	87,0479
January	19	Population	South	20	11,46181681	224,88	0,224076	18,0068	89,0267
January	20	Population	South	36	4,467854134	217,313	0,144295	17,7492	91,2067
January	21	Population	South	16	2,360289119	230,346	0,0964689	17,4769	91,9043
January	22	Population	South	36	3,177334245	356,782	0,150882	17,594	92,495
January	23	Population	South	32	0,00107683	352,819	0,797049	17,3162	91,17
January	0	Population	South	16	2,328931478	339,078	0,984932	16,7726	90,1764
January	1	Population	South	8	0,080106401	336,04	0,349379	16,5319	91,0049
January	2	Population	South	11	4,487114322	336,64	0,334626	16,3214	90,7738
January	3	Population	South	24	0	346,91	0,314453	16,2065	91,3904
January	4	Population	South	33	0	344,898	0,29228	15,9958	92,2582
January	5	Population	South	27	11,2999948	337,447	1,8325	16,106	91,5582
January	6	Population	South	27	0,853548226	332,909	0,463829	15,9808	91,6786
January	7	Population	South	46	0,129361218	347,548	0,233061	16,072	92,5215
January	8	Population	South	55	3,698779451	351,758	0,882813	16,869	89,2368
January	9	Population	South	42	3,499612235	2,59137	1,15532	17,8556	83,9553
January	10	Population	South	12	0,444981687	4,18607	2,2232	20,1274	72,5565
January	11	Population	South	27	0,895117687	4,17544	2,26375	21,4949	66,2408
January	12	Population	South	32	4,760785553	3,7599	1,87875	22,8432	61,3336
January	13	Population	South	29	0,899731197	357,366	1,33928	24,2617	54,966
January	14	Population	South	25	0,502669078	232,671	0,716021	23,7086	62,655
January	15	Population	South	7	3,099036377	176,813	0,893981	23,4626	63,9379
January	16	Population	South	20	0	354,909	1,66426	24,8047	49,7292
January	17	Population	South	13	0,490105576	1,08319	0,888904	24,7443	50,9746
January	18	Population	South	9	0,191111712	347,43	0,389776	22,6608	62,1814
January	19	Population	South	9	3,000048942	25,1807	0,391737	21,184	65,6406
January	20	Population	South	29	0,307947933	4,56939	0,162859	20,1119	74,7335
January	21	Population	South	21	0,046034895	15,8968	0,452767	19,7592	78,0804
January	22	Population	South	23	0	351,605	0,40516	19,2872	78,8561
January	23	Population	South	35	4,355661896	350,143	1,41042	18,915	82,0453
January	0	Population	South	15	0,002835621	345,655	1,01832	18,4496	85,3699
January	1	Population	South	20	0,004677647	340,308	1,43794	17,8814	87,425
January	2	Population	South	20	11,97575868	338,991	1,54863	17,725	88,6519
January	3	Population	South	15	4,951309906	347,59	1,39847	17,4179	85,2951
January	4	Population	South	19	1,47219476	339,862	0,540713	16,4371	85,6619
January	5	Population	South	15	0,232305442	343,795	0,954799	15,8182	87,8688
January	6	Population	South	13	0,489795832	339,356	0,284276	15,5929	88,4581
January	7	Population	South	36	0,783109702	4,41578	0,201444	14,9926	90,6754
January	8	Population	South	42	2,351736974	68,0085	0,330979	16,4886	83,7085
January	9	Population	South	22	0,903425888	22,7434	1,39304	19,6014	73,5008
January	10	Population	South	37	3,289098337	22,5992	1,99595	21,0729	66,0181
January	11	Population	South	29	5,8938434	11,7656	1,66142	22,725	57,135
January	12	Population	South	26	0,002780398	351,307	1,15638	24,5756	49,4497
January	15	Population	South	4	0,13577135	207,911	1,31707	26,5222	51,4729
January	16	Population	South	3	0,102958079	243,154	0,965102	26,4826	44,8826
January	17	Population	South	17	0,0685728	178,615	0,502819	24,5375	53,6844
January	18	Population	South	10	0,453201438	289,506	0,189765	22,6778	63,7151
January	19	Population	South	10	2,286844854	273,538	0,24444	20,5513	62,2342
January	20	Population	South	11	0,066486139	257,298	0,136526	18,4267	71,5154
January	21	Population	South	26	0,376125999	237,389	0,0584226	17,5987	79,0865
January	22	Population	South	34	0,009103568	337,153	0,265431	17,7786	79,1693
January	23	Population	South	21	0,125280235	341,256	0,742968	18,6014	79,9804
January	0	Population	South	18	3,937806833	344,578	0,614759	18,6526	82,5599
January	1	Population	South	21	0,137616339	347,139	0,635492	18,3286	85,2347
January	2	Population	South	15	0,460031358	339,518	0,946512	18,2026	86,1251
January	3	Population	South	26	0,407076741	338,319	0,93697	18,0768	87,1165
January	4	Population	South	29	0,999396982	156,752	0,14314	17,0154	87,5872
January	5	Population	South	28	5,620374933	128,554	0,213768	16,2861	88,0488
January	6	Population	South	30	0,033673465	172,153	0,211115	15,5496	89,4374
January	7	Population	South	28	0,364646427	163,464	0,151354	14,9346	89,3231
January	8	Population	South	29	2,199158132	131,437	0,161069	16,7997	81,8801
January	9	Population	South	5	0,801319178	350,857	2,51474	19,9336	75,0415
January	10	Population	South	23	0	8,25078	1,96589	21,59	64,5417
January	11	Population	South	11	2,066077025	357,082	1,80818	23,2469	57,0025
January	12	Population	South	9	0,341845025	2,8684	1,56964	25,1569	44,9712
January	13	Population	South	6	0	324,493	1,67353	26,7294	34,0183
January	14	Population	South	5	0,407961277	215,952	1,25681	25,8257	52,2012
January	15	Population	South	20	0	186,13	1,61995	24,1585	60,9257
January	16	Population	South	14	7,61037458	168,648	1,45105	21,4635	73,4372
January	17	Population	South	16	1,314683624	232,421	0,179817	20,8022	79,3975
January	18	Population	South	15	1,146973853	262,665	0,126642	20,9747	77,6928
January	19	Population	South	3	0,345981647	196,714	0,125592	19,2586	81,6235
January	20	Population	South	17	0,217594152	162,186	0,230824	18,5425	82,9192
January	21	Population	South	13	0,722402097	205,091	0,110871	17,9424	84,4857
January	22	Population	South	29	0,399705875	156,301	0,10338	17,1929	85,7812
January	23	Population	South	25	0,336333401	180,299	0,142581	16,5453	86,7096
January	0	Population	South	27	0,557215517	132,546	0,0967751	15,9667	88,0483
January	1	Population	South	31	0,747688187	132,477	0,149435	15,5417	88,7156
January	2	Population	South	28	2,343403805	106,989	0,0698264	15,2422	89,5449
January	3	Population	South	35	0	166,661	0,16237	15,1161	90,1612
January	4	Population	South	24	0	194,891	0,115267	14,4156	91,1761
January	5	Population	South	25	0	162,974	0,306951	13,9424	91,9526
January	6	Population	South	33	0	177,566	0,20156	13,6228	92,2193
January	7	Population	South	32	0	189,255	0,170614	13,6818	91,5031
January	8	Population	South	37	0,099999985	153,832	0,194848	14,7765	88,3168
January	9	Population	South	37	0,378582299	39,409	0,121152	16,4105	84,0457
January	10	Population	South	50	0	346,146	0,828098	18,9403	76,9018
January	11	Population	South	52	0,470687775	5,20409	1,10047	20,4018	67,7978
January	12	Population	South	45	4,71E-06	14,5528	1,27853	21,8178	60,6304
January	13	Population	South	37	0,062558489	354,552	1,80155	22,8867	54,2551
January	14	Population	South	27	0,021566275	344,32	2,14548	23,6364	50,3586
January	15	Population	South	10	0,856257342	33,0378	0,632559	24,071	48,4019
January	16	Population	South	19	1,013265158	57,5499	0,233975	23,9708	50,3506
January	17	Population	South	16	0,024367025	307,768	0,0758186	22,9664	57,7831
January	18	Population	South	13	0,002804155	288,38	0,22159	21,0147	67,9943
January	19	Population	South	25	1,232421387	267,454	0,115459	19,6951	68,1192
January	20	Population	South	46	0,442076502	222,053	0,133838	18,1918	78,0682
January	21	Population	South	45	0	342,451	0,7557	18,799	74,4632
January	22	Population	South	32	0,776013455	337,172	0,156185	18,2138	79,9203
January	23	Population	South	45	0,12869328	337,681	0,344935	17,6744	83,1226
January	0	Population	South	24	4,627614475	335,175	1,50151	18,1239	83,4737
January	1	Population	South	37	2,391563083	330,048	1,58272	18,3804	84,195
January	2	Population	South	36	0,983642842	350,395	0,579899	17,4924	86,5774
January	3	Population	South	49	8,746388526	351,303	1,34591	17,4524	87,3832
January	4	Population	South	27	2,251440755	339,755	1,91302	17,03	88,4726
January	5	Population	South	31	0,621560453	351,493	0,407063	16,5239	88,0999
January	6	Population	South	42	0,275961465	45,1617	0,11511	15,5079	89,3643
January	7	Population	South	44	1,557437885	131,318	0,208916	14,7001	88,9996
January	8	Population	South	43	0,54552084	141,152	0,189905	15,6201	85,1239
January	9	Population	South	53	0,428358825	21,5792	0,383639	18,281	78,6878
January	10	Population	South	50	0,140837301	10,3099	1,70854	20,0524	73,166
January	11	Population	South	46	0,095902089	359,605	1,75987	22,3218	59,5088
January	12	Population	South	33	0,505896707	333,167	1,5395	23,679	51,6336
January	13	Population	South	27	0,392611564	13,904	0,258547	24,5647	51,154
January	14	Population	South	24	0,000757995	1,36862	0,418912	25,4471	49,1599
January	15	Population	South	18	0,351146354	214,052	1,27055	25,219	56,1054
January	16	Population	South	21	0,186709294	200,799	1,08544	24,7478	55,3132
January	17	Population	South	20	1,737629604	188,782	1,00507	23,1274	60,899
January	18	Population	South	20	0,777601035	198,39	0,226581	22,2136	64,7169
January	19	Population	South	37	0,888199829	233,151	0,149081	20,1444	73,6387
January	20	Population	South	33	1,229465016	276,089	0,123504	19,2385	77,5631
January	21	Population	South	44	0,722812206	345,633	0,231766	19,1172	73,126
January	22	Population	South	41	1,788960107	197,335	0,117142	17,8324	80,8499
January	23	Population	South	34	0,341690078	117,397	0,0509003	16,9165	84,6276
January	0	Population	South	31	1,61E-05	353,217	0,646616	18,1236	84,6668
January	1	Population	South	33	0,044600986	337,399	1,00829	18,3742	86,3121
January	2	Population	South	29	4,743602825	342,262	0,900849	18,3424	86,8143
January	3	Population	South	42	1,034922997	343,332	0,33467	18,2818	86,9661
January	4	Population	South	36	0,000235468	337,767	1,1396	18,154	87,1979
January	5	Population	South	33	1,312349207	344,689	0,371148	17,9635	87,6478
January	6	Population	South	34	2,286846107	340,386	0,276264	17,6319	87,6797
January	7	Population	South	42	1,651731956	350,009	0,511728	17,5304	88,9722
January	8	Population	South	43	1,781440995	353,218	0,914714	17,9669	86,1776
January	9	Population	South	38	2,512696484	349,502	1,47715	18,7932	81,4542
January	10	Population	South	38	0,524799616	3,84487	2,01747	20,0546	74,335
January	11	Population	South	38	0,021592066	2,16202	1,74401	21,5018	66,1964
January	12	Population	South	23	1,040834828	343,701	2,23748	22,6025	57,1956
